"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-administration-produit-de-sante","fr-lm-administration-produit-de-sante","","","",0,*,"","","","null {[]} {[]}
","Modèle logique métier - FR LM Administration produit de sante","Administration produit de sante","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-lm-administration-produit-de-sante.identifiant","fr-lm-administration-produit-de-sante.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant de l'entrée","Identifiant de l'entrée","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.identifiant",1,1,"",""
"fr-lm-administration-produit-de-sante.description","fr-lm-administration-produit-de-sante.description","","","",0,1,"","","","Narrative {[]} {[]}
","Partie narrative de l'entrée","Partie narrative de l'entrée","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.description",0,1,"",""
"fr-lm-administration-produit-de-sante.statut","fr-lm-administration-produit-de-sante.statut","","","",1,1,"","","","code {[]} {[]}
","Statut de l'entrée","Statut de l'entrée","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.statut",1,1,"",""
"fr-lm-administration-produit-de-sante.voieAdministration","fr-lm-administration-produit-de-sante.voieAdministration","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Voie d'administration","Voie d'administration","","","","","","","","","",,"","EDQM (0.4.0.127.0.16.1.1.2.1)","","",,,,"fr-lm-administration-produit-de-sante.voieAdministration",0,1,"",""
"fr-lm-administration-produit-de-sante.dose","fr-lm-administration-produit-de-sante.dose","","","",0,1,"","","","Quantity {[]} {[]}
","Dose à administrer","Dose à administrer","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.dose",0,1,"",""
"fr-lm-administration-produit-de-sante.rythme","fr-lm-administration-produit-de-sante.rythme","","","",0,1,"","","","Range {[]} {[]}
","Rythme d'administration","Rythme d'administration","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.rythme",0,1,"",""
"fr-lm-administration-produit-de-sante.medicament","fr-lm-administration-produit-de-sante.medicament","","","",1,1,"","","","Base {[]} {[]}
","Médicament","Médicament","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.medicament",1,1,"",""
"fr-lm-administration-produit-de-sante.medicament.produit","fr-lm-administration-produit-de-sante.medicament.produit","","","",1,1,"","","","Base {[]} {[]}
","Produit de santé","Produit de santé","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.medicament.produit",1,1,"",""
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code du produit","Code du produit","","","","","","","","","",,"","UCD (1.2.250.1.213.2.61) + code ATC","","",,,,"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.id","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.extension","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.coding","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.text","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.autreCodification","fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.autreCodification","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Autre(s) codification(s)","Autre(s) codification(s)","","","","","","","","","",,"","ATC (2.16.840.1.113883.6.73) or CIS (1.2.250.1.213.2.3.1) or MV (1.2.250.1.213.2.59)","","",,,,"fr-lm-administration-produit-de-sante.medicament.produit.codeProduit.autreCodification",0,1,"",""
"fr-lm-administration-produit-de-sante.medicament.produit.nomMarque","fr-lm-administration-produit-de-sante.medicament.produit.nomMarque","","","",0,1,"","","","string {[]} {[]}
","Nom de marque du produit","Nom de marque du produit","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.medicament.produit.nomMarque",0,1,"",""
"fr-lm-administration-produit-de-sante.medicament.produit.numeroLot","fr-lm-administration-produit-de-sante.medicament.produit.numeroLot","","","",0,1,"","","","string {[]} {[]}
","Numéro de lot","Numéro de lot","","","","","","","","","",,,,,"",,,,"fr-lm-administration-produit-de-sante.medicament.produit.numeroLot",0,1,"",""
