"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-produit-sante","fr-lm-produit-sante","","","",0,*,"","","","null {[]} {[]}
","Modèle logique métier - FR LM Produit de santé","Produit de santé","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"fr-lm-produit-sante.medicament.porteurAutorisation","fr-lm-produit-sante.medicament.porteurAutorisation","","","",0,1,"","","","Base {[]} {[]}
","Titulaire de l'autorisation de mise sur le marché du médicament. 
  Cette information est utile pour identifier précisément le produit. Si le produit ne dispose pas d'une autorisation de mise sur le marché, les informations fournies par le fabricant peuvent être utilisées.","Titulaire de l'autorisation de mise sur le marché du médicament. 
  Cette information est utile pour identifier précisément le produit. Si le produit ne dispose pas d'une autorisation de mise sur le marché, les informations fournies par le fabricant peuvent être utilisées.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.porteurAutorisation",0,1,"",""
"fr-lm-produit-sante.medicament.porteurAutorisation.nomPorteurAutorisation","fr-lm-produit-sante.medicament.porteurAutorisation.nomPorteurAutorisation","","","",0,1,"","","","string {[]} {[]}
","Nom de l'organisme détenant l'autorisation de commercialisation/fabrication.","Nom de l'organisme détenant l'autorisation de commercialisation/fabrication.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.porteurAutorisation.nomPorteurAutorisation",0,1,"",""
"fr-lm-produit-sante.medicament.porteurAutorisation.identifiantPorteurAutorisation","fr-lm-produit-sante.medicament.porteurAutorisation.identifiantPorteurAutorisation","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l'organisation et/ou de son emplacement physique.","Identifiant de l'organisation et/ou de son emplacement physique.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.porteurAutorisation.identifiantPorteurAutorisation",0,*,"",""
"fr-lm-produit-sante.medicament.item","fr-lm-produit-sante.medicament.item","","","",0,*,"","","","Base {[]} {[]}
","Dans le cas de conditionnements combinés, il peut s'agir de plusieurs produits fabriqués, chacun disposant de sa propre forme pharmaceutique ainsi que de ses ingrédients et de leurs dosages définis.","Dans le cas de conditionnements combinés, il peut s'agir de plusieurs produits fabriqués, chacun disposant de sa propre forme pharmaceutique ainsi que de ses ingrédients et de leurs dosages définis.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item",0,*,"",""
"fr-lm-produit-sante.medicament.item.formeGalenique","fr-lm-produit-sante.medicament.item.formeGalenique","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Forme galénique du produit de santé. EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe PDF (forme galénique).","Forme galénique du produit de santé. EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe PDF (forme galénique).","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.formeGalenique",0,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient","fr-lm-produit-sante.medicament.item.ingredient","","","",1,*,"","","","Base {[]} {[]}
","Substance active","Substance active","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient",1,*,"",""
"fr-lm-produit-sante.medicament.item.ingredient.isActive","fr-lm-produit-sante.medicament.item.ingredient.isActive","","","",0,1,"","","","boolean {[]} {[]}
","Indique si l'ingrédient est considéré comme un ingrédient actif. Les excipients ne sont généralement pas nécessaires et, par défaut, seuls les ingrédients actifs sont attendus.","Indique si l'ingrédient est considéré comme un ingrédient actif. Les excipients ne sont généralement pas nécessaires et, par défaut, seuls les ingrédients actifs sont attendus.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.isActive",0,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.substance","fr-lm-produit-sante.medicament.item.ingredient.substance","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Substance => code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","Substance => code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.substance",1,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration","fr-lm-produit-sante.medicament.item.ingredient.infoConcentration","","","",0,1,"","","","Base {[]} {[]}
","concentration par unité","concentration par unité","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration",0,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.concentation","fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.concentation","","","",1,1,"","","","Ratio {[]} {[]}
","numérateur/dénominateur. Ex 100 mg/1 ml ou 500 mg / comprimé.","numérateur/dénominateur. Ex 100 mg/1 ml ou 500 mg / comprimé.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.concentation",1,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.substanceReferenceConcentration","fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.substanceReferenceConcentration","","","",0,1,"","","","CodeableConcept {[]} {[]}
","à vérifier","à vérifier","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.infoConcentration.substanceReferenceConcentration",0,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.quantiteItem","fr-lm-produit-sante.medicament.item.ingredient.quantiteItem","","","",0,1,"","","","Quantity {[]} {[]}
","quantité pour 1 item","quantité pour 1 item","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.quantiteItem",0,1,"",""
"fr-lm-produit-sante.medicament.item.ingredient.conditionnement","fr-lm-produit-sante.medicament.item.ingredient.conditionnement","","","",0,1,"","","","Base {[]} {[]}
","Conditionnement primaire (ampoule, bouteille,…) EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe CON (Récipient) => ampoule, blister.","Conditionnement primaire (ampoule, bouteille,…) EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe CON (Récipient) => ampoule, blister.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.item.ingredient.conditionnement",0,1,"",""
"fr-lm-produit-sante.medicament.device","fr-lm-produit-sante.medicament.device","","","",0,*,"","","","Base {[]} {[]}
","Dispositif d'administration inclus dans le produit. Les dispositifs qui ne sont pas contenus dans le conditionnement du médicament ne sont pas pris en compte.","Dispositif d'administration inclus dans le produit. Les dispositifs qui ne sont pas contenus dans le conditionnement du médicament ne sont pas pris en compte.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.device",0,*,"",""
"fr-lm-produit-sante.medicament.device.deviceQuantity","fr-lm-produit-sante.medicament.device.deviceQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Nombre de dispositifs.","Nombre de dispositifs.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.device.deviceQuantity",1,1,"",""
"fr-lm-produit-sante.medicament.device.device[x]","fr-lm-produit-sante.medicament.device.device[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-dispositif-medical {[]} {[]}","Dispositif codé.","Dispositif codé.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.device.device[x]",1,1,"",""
"fr-lm-produit-sante.medicament.characteristic","fr-lm-produit-sante.medicament.characteristic","","","",0,*,"","","","Base {[]} {[]}
","Caractéristiques supplémentaires du produit (par ex. sans sucre, bouchon facile à ouvrir, dosage gradué). Il est prévu que les implémenteurs définissent un ensemble de valeurs (ValueSet) adapté à leurs cas d’usage.","Caractéristiques supplémentaires du produit (par ex. sans sucre, bouchon facile à ouvrir, dosage gradué). Il est prévu que les implémenteurs définissent un ensemble de valeurs (ValueSet) adapté à leurs cas d’usage.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.characteristic",0,*,"",""
"fr-lm-produit-sante.medicament.characteristic.type","fr-lm-produit-sante.medicament.characteristic.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de caractéristique","Type de caractéristique","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.characteristic.type",1,1,"",""
"fr-lm-produit-sante.medicament.characteristic.value[x]","fr-lm-produit-sante.medicament.characteristic.value[x]","","","",0,1,"","","","boolean {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}Quantity {[]} {[]}dateTime {[]} {[]}integer {[]} {[]}decimal {[]} {[]}Ratio {[]} {[]}","Valeur de la caractéristique","Valeur de la caractéristique","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.characteristic.value[x]",0,1,"",""
"fr-lm-produit-sante.medicament.batch","fr-lm-produit-sante.medicament.batch","","","",0,1,"","","","Base {[]} {[]}
","Informations relatives au lot d’un médicament. Elles sont généralement enregistrées lors de la dispensation ou de l’administration et sont rarement connues ou pertinentes dans le cadre d’une ordonnance ou d’une demande.","Informations relatives au lot d’un médicament. Elles sont généralement enregistrées lors de la dispensation ou de l’administration et sont rarement connues ou pertinentes dans le cadre d’une ordonnance ou d’une demande.","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.batch",0,1,"",""
"fr-lm-produit-sante.medicament.batch.numeroLot","fr-lm-produit-sante.medicament.batch.numeroLot","","","",0,1,"","","","string {[]} {[]}
","Numéro de lot","Numéro de lot","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.batch.numeroLot",0,1,"",""
"fr-lm-produit-sante.medicament.batch.dateExpiration","fr-lm-produit-sante.medicament.batch.dateExpiration","","","",0,1,"","","","dateTime {[]} {[]}
","Date d'expiration du produit","Date d'expiration du produit","","","","","","","","","",,,,,"",,,,"fr-lm-produit-sante.medicament.batch.dateExpiration",0,1,"",""
